schoolwebsite,domain,schdomain,ukdomain,urns,dqi
www.ops.warwickshire.sch.uk,ops.warwickshire.sch.uk,1,1,{136061},0
www.oratory.bham.sch.uk/,oratory.bham.sch.uk,1,1,{103427},0
www.orchardandshepherdswellacademy.co.uk,orchardandshepherdswellacademy.co.uk,0,1,{138605},0
www.orchardandshepherdswell.co.uk/,orchardandshepherdswell.co.uk,0,1,{138715},0
www.orchard-fields.oxon.sch.uk/,orchard-fields.oxon.sch.uk,1,1,{122994},0
www.orchard.hackney.sch.uk/,orchard.hackney.sch.uk,1,1,{100234},0
www.orchardinfants.wordpress.com/,orchardinfants.wordpress.com,0,0,{106707},0
www.orchard-inf.co.uk/,orchard-inf.co.uk,0,1,{115977},0
www.orchardjunior.com/,orchardjunior.com,0,0,{115988},0
www.orchardlea-jun.hants.sch.uk/,orchardlea-jun.hants.sch.uk,1,1,{116225},0
www.orchardlodge.org.uk,orchardlodge.org.uk,0,1,{133064},0
www.orchardmeadowprimary.com,orchardmeadowprimary.com,0,0,{139257},0
www.orchardparkprimary.co.uk/,orchardparkprimary.co.uk,0,1,{134979},0
www.orchardprimary.com/,orchardprimary.com,0,0,{135562},0
www.orchardprimary.co.uk/,orchardprimary.co.uk,0,1,{134185},0
www.orchardprimaryschool.com,orchardprimaryschool.com,0,0,{134507},0
www.orchard-pri.notts.sch.uk/,orchard-pri.notts.sch.uk,1,1,{122722},0
www.orchards.cambs.sch.uk,orchards.cambs.sch.uk,1,1,{133782},0
www.orchardschoolbristol.co.uk,orchardschoolbristol.co.uk,0,1,{138448},0
www.orchard.surrey.sch.uk/,orchard.surrey.sch.uk,1,1,{124964},0
www.orchardway.croydon.sch.uk,orchardway.croydon.sch.uk,1,1,{101772},0
www.orchidvale.swindon.sch.uk/,orchidvale.swindon.sch.uk,1,1,{131378},0
www.ordsallprimary.com/,ordsallprimary.com,0,0,{134028},0
www.orestonacademy.com/,orestonacademy.com,0,0,{136380},0
www.orestonprimary.com,orestonprimary.com,0,0,{113314},0
www.orfordprimary.co.uk,orfordprimary.co.uk,0,1,{124777},0
www.orgill.cumbria.sch.uk/,orgill.cumbria.sch.uk,1,1,{131443},0
www.orleans.richmond.sch.uk/,orleans.richmond.sch.uk,1,1,{102895},0
www.orleyfarm.harrow.sch.uk,orleyfarm.harrow.sch.uk,1,1,{102248},0
www.ormesby.outwood.com,ormesby.outwood.com,0,0,{138711},0
www.ormesbyvillageinfantschool.org/,ormesbyvillageinfantschool.org,0,0,{120840},0
www.ormesbyvillagejuniorschool.org/,ormesbyvillagejuniorschool.org,0,0,{120917},0
www.ormistondenes.co.uk,ormistondenes.co.uk,0,1,{139403},0
www.ormistonmeadows.co.uk,ormistonmeadows.co.uk,0,1,{140374},0
www.ormistonriversacademy.co.uk,ormistonriversacademy.co.uk,0,1,{137152},0
www.ormistonsudburyacademy.co.uk,ormistonsudburyacademy.co.uk,0,1,{138506},0
www.ormistonventureacademy.co.uk,ormistonventureacademy.co.uk,0,1,{136187},0
www.ormsgill.cumbria.sch.uk,ormsgill.cumbria.sch.uk,1,1,{131761},0
www.ormskirk-ce.lancs.sch.uk,ormskirk-ce.lancs.sch.uk,1,1,{119372},0
www.ormskirkwestend.lancs.sch.uk/,ormskirkwestend.lancs.sch.uk,1,1,{119282},0
www.orpington.ac.uk,orpington.ac.uk,0,1,{130431},0
www.orrellsaintjames.wigan.sch.uk/,orrellsaintjames.wigan.sch.uk,1,1,{106492},0
www.orsettprimary.co.uk/,orsettprimary.co.uk,0,1,"{144587,115171}",0
www.orston.primarysite.net/,orston.primarysite.net,0,0,{122668},0
www.osbaldwickprimaryschool.co.uk/,osbaldwickprimaryschool.co.uk,0,1,{121339},0
www.osborneprimaryschool.co.uk/,osborneprimaryschool.co.uk,0,1,{103363},0
www.osborneschoolwinchester.com,osborneschoolwinchester.com,0,0,{116511},0
www.oscottmanor.bham.sch.uk,oscottmanor.bham.sch.uk,1,1,{103628},0
www.osidgeschool.org,osidgeschool.org,0,0,{101356},0
www.osmani.towerhamlets.sch.uk/,osmani.towerhamlets.sch.uk,1,1,{100934},0
www.osmastonprimaryschoolderby.co.uk/,osmastonprimaryschoolderby.co.uk,0,1,{112725},0
www.osmastonschool.com,osmastonschool.com,0,0,{112847},0
www.osmotherley.n-yorks.sch.uk/,osmotherley.n-yorks.sch.uk,1,1,{121310},0
www.osoprimary.co.uk,osoprimary.co.uk,0,1,{123553},0
www.ospringeprimary.co.uk/,ospringeprimary.co.uk,0,1,{118646},0
www.ossettacademy.co.uk,ossettacademy.co.uk,0,1,{136462},0
www.oswaldroad.co.uk/,oswaldroad.co.uk,0,1,{131030},0
www.otford.kent.sch.uk,otford.kent.sch.uk,1,1,{118279},0
www.otleyallsaints.co.uk,otleyallsaints.co.uk,0,1,{133555},0
www.otleyprimary.moonfruit.com/,otleyprimary.moonfruit.com,0,0,{124602},0
www.otsprimary.co.uk,otsprimary.co.uk,0,1,{134400},0
www.otterbourneprimaryschool.com,otterbourneprimaryschool.com,0,0,{116304},0
www.otterburn.northumberland.sch.uk,otterburn.northumberland.sch.uk,1,1,{122215},0
www.otterhamschool.co.uk,otterhamschool.co.uk,0,1,{111935},0
www.ottershawcofeschools.surrey.sch.uk/,ottershawcofeschools.surrey.sch.uk,1,1,{125138},0
www.oughtersideschool.co.uk/,oughtersideschool.co.uk,0,1,{112138},0
www.oughtibridgeschool.co.uk/,oughtibridgeschool.co.uk,0,1,{107061},0
www.oughton.herts.sch.uk,oughton.herts.sch.uk,1,1,{133323},0
www.oultonprimary.co.uk,oultonprimary.co.uk,0,1,{107842},0
www.oundleprimary.com/,oundleprimary.com,0,0,{121984},0
www.oundleschool.org.uk,oundleschool.org.uk,0,1,{122129},0
www.ourladyallsaints.lancs.sch.uk,ourladyallsaints.lancs.sch.uk,1,1,{119694},0
www.ourladyandstbenedict.co.uk/,ourladyandstbenedict.co.uk,0,1,{140141},0
www.ourladyandstbrendans.co.uk/,ourladyandstbrendans.co.uk,0,1,{107334},0
www.ourladyandstswithins.co.uk,ourladyandstswithins.co.uk,0,1,{104632},0
www.ourladyassumption-sch.co.uk/,ourladyassumption-sch.co.uk,0,1,{119596},0
www.ourlady.bolton.sch.uk/,ourlady.bolton.sch.uk,1,1,{105245},0
www.ourladyimmaculate.com,ourladyimmaculate.com,0,0,{138105},0
www.ourlady-jun.slough.sch.uk,ourlady-jun.slough.sch.uk,1,1,{110036},0
www.ourladymuswell.haringey.sch.uk,ourladymuswell.haringey.sch.uk,1,1,{102142},0
www.ourlady.newcastle.sch.uk,ourlady.newcastle.sch.uk,1,1,{108510},0
www.ourlady.ngfl.ac.uk/,ourlady.ngfl.ac.uk,0,1,{141059},0
www.ourladyofgracecatholicprimaryschool.co.uk,ourladyofgracecatholicprimaryschool.co.uk,0,1,{100168},0
www.ourladyofgracejuniors.co.uk/,ourladyofgracejuniors.co.uk,0,1,{101538},0
www.ourladyofgracercacademy.co.uk/,ourladyofgracercacademy.co.uk,0,1,{140129},0
www.ourladyoflourdesprimaryschool.co.uk,ourladyoflourdesprimaryschool.co.uk,0,1,{114544},0
www.ourladyoflourdesprimaryschool.org.uk,ourladyoflourdesprimaryschool.org.uk,0,1,{109265},0
www.ourladyoflourdes-primary.trafford.sch.uk,ourladyoflourdes-primary.trafford.sch.uk,1,1,{106346},0
www.ourladyoflourdesrcprimary.org/,ourladyoflourdesrcprimary.org,0,0,{102843},0
www.ourladyofmtcarmelschool.org.uk/,ourladyofmtcarmelschool.org.uk,0,1,{123858},0
www.ourladyoftheangelsschool.com/,ourladyoftheangelsschool.com,0,0,{141803},0
www.ourladyoftheassumption.co.uk,ourladyoftheassumption.co.uk,0,1,{131312},0
www.ourladyoftheassumption.co.uk/,ourladyoftheassumption.co.uk,0,1,{133337},0
www.ourladyoftherosary.org.uk,ourladyoftherosary.org.uk,0,1,{109251},0
www.ourladyofthewayside.co.uk/,ourladyofthewayside.co.uk,0,1,{104098},0
www.ourladyofvictories.wandsworth.sch.uk/,ourladyofvictories.wandsworth.sch.uk,1,1,{101037},0
www.ourladyopsbulwell.com,ourladyopsbulwell.com,0,0,{138338},0
www.ourladyqueenofheaven.wandsworth.sch.uk/,ourladyqueenofheaven.wandsworth.sch.uk,1,1,{101051},0
www.ourladyqueenofpeaceprimary.co.uk,ourladyqueenofpeaceprimary.co.uk,0,1,{104935},0
www.ourladyrosary.co.uk/,ourladyrosary.co.uk,0,1,{106358},0
www.ourlady-saintedwards.co.uk,ourlady-saintedwards.co.uk,0,1,{105086},0
www.ourladys.bham.sch.uk/,ourladys.bham.sch.uk,1,1,{103449},0
www.ourladysbishopeton.com/,ourladysbishopeton.com,0,0,{104642},0
www.ourladysca.org.uk,ourladysca.org.uk,0,1,{140287},0
www.ourladyscatholic.northants.sch.uk,ourladyscatholic.northants.sch.uk,1,1,{122049},0
www.ourladys.co.uk/,ourladys.co.uk,0,1,{141633},0
www.ourladys.devon.sch.uk/,ourladys.devon.sch.uk,1,1,{140739},0
www.ourladys.doncaster.sch.uk/,ourladys.doncaster.sch.uk,1,1,{106770},0
www.ourladys-jun.oxon.sch.uk,ourladys-jun.oxon.sch.uk,1,1,{123309},0
www.ourladys.org/,ourladys.org,0,0,{108030},0
www.ourladysorrows.doncaster.sch.uk/,ourladysorrows.doncaster.sch.uk,1,1,{106774},0
www.our-ladys.oxon.sch.uk/,our-ladys.oxon.sch.uk,1,1,{139477},0
www.ourladysprescot.com,ourladysprescot.com,0,0,{104459},0
www.ourladys-pri.manchester.sch.uk/,ourladys-pri.manchester.sch.uk,1,1,{105543},0
www.ourladys-primary.co.uk,ourladys-primary.co.uk,0,1,{111305},0
www.ourladysprimary.org.uk/,ourladysprimary.org.uk,0,1,{119512},0
www.ourladysrc.warwickshire.sch.uk/,ourladysrc.warwickshire.sch.uk,1,1,{125721},0
www.ourladysruncorn.halton.sch.uk,ourladysruncorn.halton.sch.uk,1,1,{111378},0
www.ourladys.stockport.sch.uk/,ourladys.stockport.sch.uk,1,1,{106114},0
www.ourladys.tameside.sch.uk/,ourladys.tameside.sch.uk,1,1,{131285},0
www.ourladystar.cheshire.sch.uk,ourladystar.cheshire.sch.uk,1,1,{135246},0
www.ourladystarofthesea.lancs.sch.uk/,ourladystarofthesea.lancs.sch.uk,1,1,{119627},0
www.ourlady-st-gerards.lancs.sch.uk/,ourlady-st-gerards.lancs.sch.uk,1,1,{119639},0
www.ourlady-stjosephs.rotherham.sch.uk/,ourlady-stjosephs.rotherham.sch.uk,1,1,{106942},0
www.ourladystmarysfederation.co.uk/,ourladystmarysfederation.co.uk,0,1,"{143632,116871,143638,125704}",0
www.ourladys.towerhamlets.sch.uk,ourladys.towerhamlets.sch.uk,1,1,{100948},0
www.ourlady-st-werburghs.staffs.sch.uk/,ourlady-st-werburghs.staffs.sch.uk,1,1,{124367},0
www.ourlady.surrey.sch.uk/,ourlady.surrey.sch.uk,1,1,{125215},0
www.ourlady.worcs.sch.uk,ourlady.worcs.sch.uk,1,1,{116921},0
www.ourmanor.org,ourmanor.org,0,0,{114896},0
www.ourplaceschools.com,ourplaceschools.com,0,0,{136260},0
www.ourschoolwebsite.co.uk,ourschoolwebsite.co.uk,0,1,{118014},0
www.outwoods.staffs.sch.uk/,outwoods.staffs.sch.uk,1,1,{135282},0
www.outwood.stockport.sch.uk/,outwood.stockport.sch.uk,1,1,{106094},0
www.overbury.worcs.sch.uk/,overbury.worcs.sch.uk,1,1,{116837},0
www.overchurchinfants.co.uk,overchurchinfants.co.uk,0,1,{105043},0
www.overdalecp.ik.org/,overdalecp.ik.org,0,0,{121336},0
www.overdale-inf.leicester.sch.uk/,overdale-inf.leicester.sch.uk,1,1,{120021},0
www.overdale-jun.leicester.sch.uk/,overdale-jun.leicester.sch.uk,1,1,{120022},0
www.overhall.cheshire.sch.uk/,overhall.cheshire.sch.uk,1,1,{140097},0
www.overleyhall.com,overleyhall.com,0,0,{123621},0
www.oversealprimary.co.uk/,oversealprimary.co.uk,0,1,{112603},0
www.overstrand.norfolk.sch.uk/,overstrand.norfolk.sch.uk,1,1,{121123},0
www.overthorpecofe.co.uk,overthorpecofe.co.uk,0,1,{107708},0
www.overtonprimary.co.uk/,overtonprimary.co.uk,0,1,{116305},0
www.ovingdeanhall.org.uk,ovingdeanhall.org.uk,0,1,{114676},0
www.ovinghamfirst.northumberland.sch.uk/,ovinghamfirst.northumberland.sch.uk,1,1,{122278},0
www.ovpa-tkat.org/,ovpa-tkat.org,0,0,{139683},0
www.ovschool.co.uk/,ovschool.co.uk,0,1,{137644},0
www.owlerbrookschool.org/,owlerbrookschool.org,0,0,{107007},0
www.owlsmoorprimary.com/,owlsmoorprimary.com,0,0,{109870},0
www.owps.org.uk/,owps.org.uk,0,1,{110893},0
www.owston.doncaster.sch.uk/,owston.doncaster.sch.uk,1,1,{134538},0
www.oxbridgelane.org.uk/,oxbridgelane.org.uk,0,1,{111644},0
www.oxclosenursery.com,oxclosenursery.com,0,0,{108751},0
www.oxcloseprimaryschool.co.uk,oxcloseprimaryschool.co.uk,0,1,{140684},0
www.oxfordchristianschool.org.uk,oxfordchristianschool.org.uk,0,1,{138552},0
www.oxfordmontessori.co.uk,oxfordmontessori.co.uk,0,1,{132048},0
www.oxfordroad.reading.sch.uk/,oxfordroad.reading.sch.uk,1,1,{109786},0
www.oxfordshire.gov.uk/,oxfordshire.gov.uk,0,1,{132057},0
www.oxfordtutorialcollege.com,oxfordtutorialcollege.com,0,0,{139779},0
www.oxheyfirstschool.com,oxheyfirstschool.com,0,0,{124149},0
www.oxheywood.herts.sch.uk,oxheywood.herts.sch.uk,1,1,"{144906,117170}",0
www.oxleyparkacademy.com/,oxleyparkacademy.com,0,0,{136853},0
www.oxleyprimary.co.uk/,oxleyprimary.co.uk,0,1,{104295},0
www.oxspringprimary.co.uk,oxspringprimary.co.uk,0,1,{106584},0
www.oxtonstsavioursschool.com/,oxtonstsavioursschool.com,0,0,{105066},0
www.oysterpark.co.uk,oysterpark.co.uk,0,1,{141144},0
www.pace-education.co.uk,pace-education.co.uk,0,1,{136245},0
www.packmoorprimary.co.uk/,packmoorprimary.co.uk,0,1,"{123979,142643}",0
www.padburyschool.org.uk,padburyschool.org.uk,0,1,{110413},0
www.paddington-academy.org,paddington-academy.org,0,0,{130912},0
www.paddocksprimary.org.uk/,paddocksprimary.org.uk,0,1,{124565},0
www.paddockwoodprimary.org.uk,paddockwoodprimary.org.uk,0,1,{118270},0
www.paddoxprimary.com/,paddoxprimary.com,0,0,{130885},0
www.padfield.ik.org,padfield.ik.org,0,0,{112552},0
www.padihamgreen.lancs.sch.uk,padihamgreen.lancs.sch.uk,1,1,{119366},0
www.padnell-inf.hants.sch.uk,padnell-inf.hants.sch.uk,1,1,{115965},0
www.padnell-jun.hants.sch.uk/,padnell-jun.hants.sch.uk,1,1,{115964},0
www.padstowschool.co.uk/,padstowschool.co.uk,0,1,{137183},0
www.padworth.com,padworth.com,0,0,{110169},0
www.paganelschool.com/,paganelschool.com,0,0,{134281},0
www.paget.bham.sch.uk/,paget.bham.sch.uk,1,1,{103240},0
www.painters-ash.kent.sch.uk/,painters-ash.kent.sch.uk,1,1,{118491},0
www.paisleyprimary.co.uk/,paisleyprimary.co.uk,0,1,"{144305,117809}",0
www.pakefield.org.uk,pakefield.org.uk,0,1,{136438},0
www.pakefieldprimaryschool.org.uk/,pakefieldprimaryschool.org.uk,0,1,{141640},0
www.pakemanprimary.co.uk/,pakemanprimary.co.uk,0,1,{100418},0
www.palacefieldsacademy.co.uk/,palacefieldsacademy.co.uk,0,1,{137301},0
www.palacefieldsprimary.org.uk,palacefieldsprimary.org.uk,0,1,{143768},0
www.palacewoodprimary.org.uk/,palacewoodprimary.org.uk,0,1,{135106},0
www.palfreyinfant.co.uk/,palfreyinfant.co.uk,0,1,{104161},0
www.palfrey-j.walsall.sch.uk/,palfrey-j.walsall.sch.uk,1,1,{104160},0
www.palgrave.suffolk.sch.uk/,palgrave.suffolk.sch.uk,1,1,"{143071,124740}",0
www.pallisterparkprimary.co.uk,pallisterparkprimary.co.uk,0,1,"{111631,144136}",0
www.palmerscrossprimaryschool.co.uk/,palmerscrossprimaryschool.co.uk,0,1,{104309},0
www.paltertonprimary.co.uk/,paltertonprimary.co.uk,0,1,{112617},0
www.panama.kingscollegeschools.org,panama.kingscollegeschools.org,0,0,{143024},0
www.pangbournecollege.com,pangbournecollege.com,0,0,{110132},0
www.paradiseschool.org.uk,paradiseschool.org.uk,0,1,{132099},0
www.parayhouse.com,parayhouse.com,0,0,{135175},0
www.pardeshouseprimary.com,pardeshouseprimary.com,0,0,{133364},0
www.parishceschool.com,parishceschool.com,0,0,"{101644,139984}",0
www.parishchurch.lincs.sch.uk/,parishchurch.lincs.sch.uk,1,1,{138640},0
www.parkavenueschool.co.uk,parkavenueschool.co.uk,0,1,{139784},0
www.parkbrowprimary.co.uk/,parkbrowprimary.co.uk,0,1,{104429},0
www.parkcampus.org.uk,parkcampus.org.uk,0,1,{140907},0
www.parkcommunityschool.com,parkcommunityschool.com,0,0,{141027},0
www.parkdale-notts.co.uk/,parkdale-notts.co.uk,0,1,{122528},0
www.parkers.norfolk.sch.uk/,parkers.norfolk.sch.uk,1,1,{121101},0
www.parkfed.co.uk,parkfed.co.uk,0,1,"{112672,112682}",0
www.parkfield.bham.sch.uk,parkfield.bham.sch.uk,1,1,"{139162,103385}",0
www.parkfieldprimary.com/,parkfieldprimary.com,0,0,{105799},0
www.parkfieldprimary.uk/,parkfieldprimary.uk,0,1,"{144253,104329}",0
www.parkfieldschool.com,parkfieldschool.com,0,0,{139633},0
www.parkfieldschool.co.uk/,parkfieldschool.co.uk,0,1,{123714},0
www.parkfieldschool.org,parkfieldschool.org,0,0,{139596},0
www.parkgate-coventry.org.uk/,parkgate-coventry.org.uk,0,1,"{103688,143779}",0
www.parkgate.hants.sch.uk/,parkgate.hants.sch.uk,1,1,{116033},0
www.parkgatejm.herts.sch.uk/,parkgatejm.herts.sch.uk,1,1,{117162},0
www.parkgateprimary.org.uk/,parkgateprimary.org.uk,0,1,{111126},0
www.parkgroveprimary.co.uk/,parkgroveprimary.co.uk,0,1,"{144266,121280}",0
www.parkhalljuniorac.co.uk,parkhalljuniorac.co.uk,0,1,{137797},0
www.parkhallprimary.org.uk/,parkhallprimary.org.uk,0,1,"{124029,142989}",0
www.parkheadprimary.org/,parkheadprimary.org,0,0,{131466},0
www.parkhighstanmore.org.uk,parkhighstanmore.org.uk,0,1,"{102236,137075}",0
www.parkhigh.wirral.sch.uk,parkhigh.wirral.sch.uk,1,1,{105096},0
www.parkhill.bham.sch.uk/,parkhill.bham.sch.uk,1,1,{103241},0
www.parkhill.coventry.sch.uk/,parkhill.coventry.sch.uk,1,1,{103666},0
www.parkhillinfants.co.uk,parkhillinfants.co.uk,0,1,{101779},0
www.parkhillinfants.org.uk/,parkhillinfants.org.uk,0,1,{133938},0
www.parkhill-junior.redbridge.sch.uk/,parkhill-junior.redbridge.sch.uk,1,1,{133939},0
www.parkhilljuniorschool.co.uk/,parkhilljuniorschool.co.uk,0,1,{125552},0
www.parkhillprimary.co.uk/,parkhillprimary.co.uk,0,1,{103910},0
www.parkhillschool.co.uk,parkhillschool.co.uk,0,1,{119832},0
www.parkinfantschoolkettering.co.uk/,parkinfantschoolkettering.co.uk,0,1,"{144176,121840}",0
www.parkjuniorschool.co.uk/,parkjuniorschool.co.uk,0,1,{115539},0
www.parkland.bradford.sch.uk/,parkland.bradford.sch.uk,1,1,{107225},0
www.parkland-inf.e-sussex.sch.uk/,parkland-inf.e-sussex.sch.uk,1,1,"{144659,114465}",0
www.parkland.leics.sch.uk,parkland.leics.sch.uk,1,1,{120080},0
www.parklandprimary.co.uk/,parklandprimary.co.uk,0,1,{138348},0
www.parklands.northants.sch.uk,parklands.northants.sch.uk,1,1,{121925},0
www.parklandsprimary.org.uk/,parklandsprimary.org.uk,0,1,{107943},0
www.parklane.brent.sch.uk/,parklane.brent.sch.uk,1,1,{101509},0
www.parklane.cambs.sch.uk,parklane.cambs.sch.uk,1,1,{140499},0
www.parklane-is.com,parklane-is.com,0,0,{137803},0
www.parklee.wigan.sch.uk/,parklee.wigan.sch.uk,1,1,{106426},0
www.parkmeadprimary.eschools.co.uk/,parkmeadprimary.eschools.co.uk,0,1,{114408},0
www.park-mead.surrey.sch.uk/,park-mead.surrey.sch.uk,1,1,{125293},0
www.park.newham.sch.uk/,park.newham.sch.uk,1,1,{102736},0
www.parkportal.org.uk/,parkportal.org.uk,0,1,{106728},0
www.park-pri.hants.sch.uk/,park-pri.hants.sch.uk,1,1,{116233},0
www.parkprimaryschool.com,parkprimaryschool.com,0,0,{104999},0
www.parkprimaryschool.co.uk/,parkprimaryschool.co.uk,0,1,{109017},0
www.parkroadacademy.co.uk/,parkroadacademy.co.uk,0,1,{136376},0
www.parkroadsale.trafford.sch.uk,parkroadsale.trafford.sch.uk,1,1,{140142},0
www.parkroyalcs.org,parkroyalcs.org,0,0,{140438},0
www.parkschool.com,parkschool.com,0,0,{123917},0
www.parkschool.co.uk,parkschool.co.uk,0,1,{113939},0
www.parkschoolonline.com,parkschoolonline.com,0,0,{113617},0
www.parksideacademy.co.uk,parksideacademy.co.uk,0,1,{139084},0
www.parksidecommunityprimaryschool.co.uk,parksidecommunityprimaryschool.co.uk,0,1,{118536},0
www.parksidecommunityps-herts.co.uk/,parksidecommunityps-herts.co.uk,0,1,{117562},0
www.parkside.derbyshire.sch.uk,parkside.derbyshire.sch.uk,1,1,{112961},0
www.parksidefederation.org.uk,parksidefederation.org.uk,0,1,"{136650,110866}",0
www.parksideggi.org,parksideggi.org,0,0,"{142249,112205}",0
www.parksideprep.org.uk,parksideprep.org.uk,0,1,{102166},0
www.parksideprimary.org,parksideprimary.org,0,0,{117935},0
www.parksideprimaryschool.org,parksideprimaryschool.org,0,0,{103081},0
www.parkside-staffs.co.uk/,parkside-staffs.co.uk,0,1,"{143355,124197}",0
www.parksprimary.org/,parksprimary.org,0,0,{120088},0
www.parkspringprimary.co.uk/,parkspringprimary.co.uk,0,1,{107964},0
www.parkstreetprimary.org.uk/,parkstreetprimary.org.uk,0,1,{117452},0
www.parkview.haringey.sch.uk,parkview.haringey.sch.uk,1,1,{131757},0
www.parkview-jun.hants.sch.uk,parkview-jun.hants.sch.uk,1,1,{116237},0
www.parkview.manchester.sch.uk,parkview.manchester.sch.uk,1,1,{135279},0
www.parkview-nur.cumbria.sch.uk,parkview-nur.cumbria.sch.uk,1,1,{112089},0
www.parkviewonline.org.uk,parkviewonline.org.uk,0,1,{136971},0
www.parkviewprimary.com/,parkviewprimary.com,0,0,{105307},0
www.parkviewschool.co.uk,parkviewschool.co.uk,0,1,{134813},0
www.parkwallprimaryschool.co.uk/,parkwallprimaryschool.co.uk,0,1,{109020},0
www.parkway.bexley.sch.uk,parkway.bexley.sch.uk,1,1,{101437},0
www.parkwood.bradford.sch.uk/,parkwood.bradford.sch.uk,1,1,"{143569,107267}",0
www.parkwood.hackney.sch.uk/,parkwood.hackney.sch.uk,1,1,{100259},0
www.parkwoodhall.co.uk,parkwoodhall.co.uk,0,1,"{141957,100548}",0
www.parlauntparkprimaryacademy.org/,parlauntparkprimaryacademy.org,0,0,{140994},0
www.parnwellschool.co.uk,parnwellschool.co.uk,0,1,{110764},0
www.parsloesprimary.co.uk,parsloesprimary.co.uk,0,1,{101227},0
www.parsonagefarmschool.co.uk/,parsonagefarmschool.co.uk,0,1,{116154},0
www.parsoncross.sheffield.sch.uk/,parsoncross.sheffield.sch.uk,1,1,{107107},0
www.parsonsgreenprep.co.uk,parsonsgreenprep.co.uk,0,1,{134010},0
www.parsonsheathprimary.org.uk/,parsonsheathprimary.org.uk,0,1,{115088},0
www.parsonstreet.com,parsonstreet.com,0,0,"{138904,108951}",0
www.partingtonprimary.com/,partingtonprimary.com,0,0,"{143380,106305}",0
www.partneyschool.co.uk,partneyschool.co.uk,0,1,{120627},0
www.partonmanor-inf.gloucs.sch.uk/,partonmanor-inf.gloucs.sch.uk,1,1,{115511},0
www.partonmanor-jun.gloucs.sch.uk/,partonmanor-jun.gloucs.sch.uk,1,1,{115564},0
www.paschalbaylon.org.uk,paschalbaylon.org.uk,0,1,{104679},0
www.pashley.e-sussex.sch.uk,pashley.e-sussex.sch.uk,1,1,{114461},0
www.pastures-primary.leics.sch.uk,pastures-primary.leics.sch.uk,1,1,"{139620,120102}",0
www.patchaminf.brighton-hove.sch.uk/,patchaminf.brighton-hove.sch.uk,1,1,{114373},0
www.patchamjun.org.uk/,patchamjun.org.uk,0,1,{114372},0
www.pathwayslearningcentre.org.uk,pathwayslearningcentre.org.uk,0,1,{131626},0
www.patrington-academy.org.uk,patrington-academy.org.uk,0,1,{140178},0
www.patterdale.cumbria.sch.uk/,patterdale.cumbria.sch.uk,1,1,{112326},0
www.pattishallschool.co.uk,pattishallschool.co.uk,0,1,{121985},0
www.pattisons.co.uk,pattisons.co.uk,0,1,{103747},0
www.paulerspuryschool.co.uk,paulerspuryschool.co.uk,0,1,{121986},0
www.paullprimaryschool.co.uk,paullprimaryschool.co.uk,0,1,{117862},0
www.paultoninfantschool.co.uk,paultoninfantschool.co.uk,0,1,{109066},0
www.paultonjuniorschool.co.uk,paultonjuniorschool.co.uk,0,1,{109089},0
www.pauntleyschool.com/,pauntleyschool.com,0,0,{115643},0
www.pavilion.barnet.sch.uk,pavilion.barnet.sch.uk,1,1,{101255},0
www.paxcroft.wilts.sch.uk/,paxcroft.wilts.sch.uk,1,1,{126483},0
www.paxtonacademy.org.uk,paxtonacademy.org.uk,0,1,{140967},0
www.pbjs.co.uk,pbjs.co.uk,0,1,{106688},0
www.pbschool.cz,pbschool.cz,0,0,{141509},0
www.pceps.co.uk/,pceps.co.uk,0,1,{106230},0
www.pda.lancs.sch.uk/,pda.lancs.sch.uk,1,1,{137127},0
www.pdp.w-berks.sch.uk,pdp.w-berks.sch.uk,1,1,{109875},0
www.peacehavenheights.co.uk,peacehavenheights.co.uk,0,1,{138426},0
www.peafieldlaneacademy.co.uk/,peafieldlaneacademy.co.uk,0,1,{140637},0
www.peafieldlane.notts.sch.uk,peafieldlane.notts.sch.uk,1,1,{122434},0
www.peakdale.derbyshire.sch.uk/,peakdale.derbyshire.sch.uk,1,1,{112656},0
www.peakirkcumglinton.co.uk,peakirkcumglinton.co.uk,0,1,{110851},0
www.pearlhyde.co.uk,pearlhyde.co.uk,0,1,{103670},0
www.pearson.hull.sch.uk/,pearson.hull.sch.uk,1,1,{117932},0
www.peartreeinfants.co.uk/,peartreeinfants.co.uk,0,1,{112728},0
www.peartreej.derby.sch.uk/,peartreej.derby.sch.uk,1,1,{112727},0
www.peartreemead.essex.sch.uk,peartreemead.essex.sch.uk,1,1,"{141304,114994}",0
www.peartreeprimary.co.uk/,peartreeprimary.co.uk,0,1,{140740},0
www.peartreeprimaryschool.co.uk,peartreeprimaryschool.co.uk,0,1,{117172},0
www.peartreeprimaryschool.org.uk,peartreeprimaryschool.org.uk,0,1,{134106},0
www.peartreeprojects.co.uk,peartreeprojects.co.uk,0,1,{135113},0
www.peartreeschool.lancs.sch.uk,peartreeschool.lancs.sch.uk,1,1,{119887},0
www.peartreespring.herts.sch.uk,peartreespring.herts.sch.uk,1,1,{117206},0
www.peartreeway.herts.sch.uk,peartreeway.herts.sch.uk,1,1,{117080},0
www.peasedownstjohnprimary.org.uk,peasedownstjohnprimary.org.uk,0,1,"{142720,109067}",0
www.peaseswest.durham.sch.uk,peaseswest.durham.sch.uk,1,1,{114058},0
www.peaslakefreeschool.com/,peaslakefreeschool.com,0,0,{140203},0
www.peasmarsh.e-sussex.sch.uk,peasmarsh.e-sussex.sch.uk,1,1,{114518},0
